farm_id,soil_moisture,temperature,humidity,rain_forecast,crop_type,growth_stage,soil_type,land_size,water_demand,sufficient_water_threshold,water_applied,remaining_water_need,priority_score
1759,0.2548680993387517,29.147358025299937,73.64615333214894,1,sugarcane,grain_filling,sandy,2.058036971397629,643.2024739787787,611.0423502798398,64.32024739787788,578.8822265809008,257.607766908519
4080,0.3131362150015931,32.59997158330968,59.02073560171226,1,sugarcane,grain_filling,clay,6.22600418746568,632.2747098982242,600.6609744033129,63.22747098982242,569.0472389084017,253.66511162103657
4877,0.5004727422688595,28.87566338299832,70.86868408574742,0,sugarcane,grain_filling,sandy,9.913378677224468,629.371458432173,597.9028855105643,62.9371458432173,566.4343125889557,253.0100157890454
7346,0.3338871573020587,31.55558197417349,76.771313437799,1,sugarcane,grain_filling,loam,8.447278444644498,623.5106178850888,592.3350869908343,62.35106178850888,561.1595560965799,250.38575242996038
7732,0.2705630591496609,25.966897163377432,65.4795225862809,1,sugarcane,grain_filling,sandy,2.2849566138637663,623.8909790154888,592.6964300647144,62.38909790154889,561.5018811139399,249.90899987941185
216,0.3186245437484,33.59854490335122,59.76934330849678,1,sugarcane,grain_filling,silt,9.727805860114502,621.7190371868984,590.6330853275534,62.17190371868984,559.5471334682086,249.7941203695205
6768,0.3161448270482263,33.28054972969273,55.84381350912805,0,sugarcane,grain_filling,clay,3.2094148476184654,618.1258993603033,587.219604392288,61.81258993603033,556.3133094242729,247.8045301942928
6546,0.2430580552531869,28.549419644892417,65.13845330298386,0,sugarcane,grain_filling,silt,8.652458437379565,614.4828718870667,583.7587282927134,61.44828718870667,553.03458469836,246.87700620961527
3590,0.2982096079360087,29.18368910132007,75.56443951556028,0,sugarcane,grain_filling,sandy,2.331656816176523,605.6649084648105,575.3816630415699,60.56649084648106,545.0984176183294,242.7287709891291
5511,0.2666421290410866,28.47028025325636,68.10289575484302,0,sugarcane,flowering,silt,4.226288019544317,593.8095642216865,564.1190860106021,59.38095642216865,534.4286077995179,238.16978291643724
4764,0.3243024423066531,25.52824644484137,79.91224630739431,1,sugarcane,grain_filling,clay,5.176457323084127,584.9521319374586,555.7045253405856,58.49521319374586,526.4569187437128,234.63335899575318
3888,0.5177071784309548,25.210248072196023,58.19605495018946,0,sugarcane,grain_filling,loam,6.359971363707629,575.6110696868608,546.8305162025177,57.56110696868608,518.0499627181747,231.1539664468013
4890,0.5450234442047248,33.00692800916731,65.13117479417457,0,sugarcane,grain_filling,loam,4.1898059560336325,573.3243873889899,544.6581680195403,57.332438738898986,515.9919486500909,230.02774024004023
2994,0.3982768409949816,32.28315510493735,64.02974372564123,1,sugarcane,grain_filling,loam,9.94481478282645,565.3206176907302,537.0545868061936,56.53206176907302,508.7885559216571,227.27238392277368
6498,0.2129194861100056,27.394647795344667,70.96207115450902,0,sugarcane,flowering,silt,2.546341880442507,566.3884121599207,538.0689915519246,56.63884121599207,509.7495709439286,227.02258294923453
7714,0.423636484078561,28.841601830924816,71.5981893304238,1,sugarcane,flowering,sandy,6.611902005034862,557.1923240252991,529.3327078240341,55.71923240252991,501.4730916227692,223.69284710743884
6492,0.3494630750491666,34.824473570470744,79.52783883247353,1,sugarcane,flowering,sandy,8.853725180713509,554.447655714048,526.7252729283456,55.4447655714048,499.0028901426432,222.80432741870038
2446,0.3511666246757469,33.48752700565235,77.07360617616561,0,sugarcane,grain_filling,loam,0.7335255298647717,551.1729183425335,523.6142724254069,55.11729183425336,496.05562650828017,220.78275321493504
2207,0.3400186647752447,26.600741054867303,51.4033145057034,1,sugarcane,flowering,clay,2.6058129559864907,550.6641763432971,523.1309675261322,55.06641763432971,495.5977587089674,220.66425556587254
7465,0.3867222955727177,31.62803086375736,76.80562263767123,0,sugarcane,flowering,sandy,3.4748194083624124,547.5971681838082,520.2173097746178,54.759716818380824,492.8374513654274,219.63369367347408
3930,0.2601937893945445,32.517989445187084,56.91032466896343,1,sugarcane,flowering,loam,6.8000697860485,546.3819380224396,519.0628411213177,54.63819380224396,491.74374422019565,219.35482094545958
5722,0.4114717718707789,29.81682322455192,62.89324503324099,1,sugarcane,grain_filling,clay,1.59814559524722,544.8073365044932,517.5669696792685,54.48073365044932,490.3266028540438,218.23504351569613
2639,0.675386353865669,26.881999816798626,57.53938876176331,0,sugarcane,grain_filling,silt,4.7343726669227495,541.6295699107835,514.5480914152444,54.16295699107835,487.46661291970514,217.43034250177882
2601,0.5147788484458682,30.71869689371732,55.292800898072045,1,sugarcane,flowering,silt,2.436510164867067,541.9034476699081,514.8082752864127,54.19034476699082,487.7131029029173,217.17798585413914
3945,0.2501227818614383,28.91727763631178,65.92423784271249,1,sugarcane,grain_filling,sandy,9.21884588457646,537.3354562936578,510.46868347897487,53.73354562936578,483.601910664292,215.97609166229304
7644,0.3313466549400026,32.59711660338967,76.64340965541132,1,sugarcane,grain_filling,sandy,9.008061766756446,534.7304068659581,507.9938865226602,53.473040686595816,481.2573661793623,214.9292382540469
4381,0.2310207084782771,34.77895987786127,65.70801719177712,1,sugarcane,grain_filling,sandy,1.3398445921177005,534.6145981164279,507.8838682106065,53.4614598116428,481.15313830478516,214.0960278474786
3698,0.5339339533504066,31.44396162281865,65.55554397829138,1,sugarcane,grain_filling,clay,9.327263520303532,528.122689106556,501.71655465122814,52.812268910655604,475.3104201959004,212.35858878532284
6514,0.5995410728859771,33.50780382630682,56.59253793152202,0,sugarcane,flowering,silt,7.642283809009283,527.9827008041427,501.58356576393555,52.79827008041428,475.18443072372844,212.24721691713523
1284,0.2048854237095918,29.287251417514817,55.73549117291949,1,sugarcane,grain_filling,loam,5.833383009305094,525.939442072754,499.6424699691163,52.5939442072754,473.3454978654786,211.070092214774
2183,0.2165946772812131,34.65031622909919,52.4067287540309,1,sugarcane,grain_filling,silt,6.023998550884659,522.2811206259639,496.1670645946657,52.228112062596395,470.05300856336754,209.6281670409303
2934,0.4722484795519325,31.68360702117394,52.322667899985206,0,sugarcane,grain_filling,silt,8.136298128500057,520.236285321843,494.22447105575077,52.0236285321843,468.21265678965864,209.17259363749756
2751,0.3940828530634978,32.866525160763466,76.70021824082173,0,sugarcane,grain_filling,sandy,9.334265990555172,517.8561063067214,491.96330099138527,51.78561063067214,466.07049567604923,208.32468569235675
1013,0.6720296698433066,25.40785013435518,78.86792234105516,1,banana,grain_filling,loam,8.24340109067099,517.9119851839511,492.0163859247535,51.791198518395106,466.12078666555595,208.18354011661617
6517,0.6226649878443633,29.985692169635552,77.14309404265853,1,sugarcane,grain_filling,sandy,5.162551269789109,518.5458601581735,492.61856715026477,51.85458601581735,466.6912741423561,208.12913218781716
4399,0.2849435366095286,26.81497628270841,56.01752090249721,1,sugarcane,flowering,silt,5.889482739501355,517.7402971355334,491.8532822787567,51.77402971355335,465.9662674219801,207.8120558354854
60,0.3626651653816322,30.847568083373048,53.37214133833847,1,sugarcane,grain_filling,loam,8.391455031620922,514.4049913017768,488.68474173668795,51.440499130177685,462.96449217159915,206.74367505694914
6043,0.413770927679856,34.7215650953475,78.62716589954881,0,banana,grain_filling,loam,3.700794152328041,513.6422175388409,487.9601066618988,51.364221753884095,462.27799578495683,206.06972061630515
5224,0.3773986448281943,32.16884175597277,73.9493940129004,0,banana,grain_filling,loam,6.029325827657028,510.95369396805256,485.4060092696499,51.09536939680526,459.8583245712473,205.21988989895237
